,idx,target
4079,185,56
4080,185,57
4081,185,61
4082,185,64
4083,185,72
4084,185,80
4085,185,85
4086,185,89
4087,185,88
4088,185,88
4089,185,90
4090,185,93
4091,185,94
4092,186,89
4093,186,82
4094,186,74
4095,186,66
4096,186,61
4097,186,57
4098,186,54
4099,186,53
4100,186,54
4101,186,55
4102,186,55
4103,186,60
4104,186,68
4105,186,76
4106,186,83
4107,186,89
4108,186,93
4109,186,96
4110,186,99
4111,186,101
4112,186,103
4113,186,104
4114,187,92
4115,187,84
4116,187,77
4117,187,69
4118,187,64
4119,187,60
4120,187,59
4121,187,58
4122,187,59
4123,187,59
4124,187,60
4125,187,66
4126,187,73
4127,187,81
4128,187,87
4129,187,93
4130,187,97
4131,187,97
4132,187,97
4133,187,100
4134,187,103
4135,187,104
4136,188,96
4137,188,89
4138,188,81
4139,188,74
4140,188,68
4141,188,64
4142,188,62
4143,188,61
4144,188,61
4145,188,61
4146,188,62
4147,188,67
4148,188,72
4149,188,79
4150,188,87
4151,188,92
4152,188,97
4153,188,101
4154,188,101
4155,188,99
4156,188,94
4157,188,91
4158,189,86
4159,189,82
4160,189,75
4161,189,69
4162,189,65
4163,189,61
4164,189,59
4165,189,58
4166,189,58
4167,189,57
4168,189,59
4169,189,67
4170,189,74
4171,189,81
4172,189,79
4173,189,73
4174,189,72
4175,189,72
4176,189,79
4177,189,87
4178,189,89
4179,189,81
4180,190,75
4181,190,71
4182,190,67
4183,190,61
4184,190,57
4185,190,54
4186,190,51
4187,190,50
4188,190,50
4189,190,50
4190,190,53
4191,190,62
4192,190,71
4193,190,79
4194,190,87
4195,190,93
4196,190,97
4197,190,98
4198,190,98
4199,190,95
4200,190,87
4201,190,82
4202,191,79
4203,191,75
4204,191,70
4205,191,64
4206,191,58
4207,191,55
4208,191,53
4209,191,53
4210,191,55
4211,191,55
4212,191,57
4213,191,62
4214,191,68
4215,191,75
4216,191,80
4217,191,86
4218,191,91
4219,191,95
4220,191,94
4221,191,97
4222,191,98
4223,191,98
4224,192,92
4225,192,85
4226,192,77
4227,192,70
4228,192,64
4229,192,60
4230,192,57
4231,192,57
4232,192,56
4233,192,56
4234,192,56
4235,192,61
4236,192,68
4237,192,74
4238,192,80
4239,192,88
4240,192,93
4241,192,96
4242,192,96
4243,192,96
4244,192,99
4245,192,100
4246,193,92
4247,193,84
4248,193,75
4249,193,67
4250,193,61
4251,193,57
4252,193,54
4253,193,53
4254,193,55
4255,193,56
4256,193,57
4257,193,63
4258,193,71
4259,193,78
4260,193,85
4261,193,91
4262,193,96
4263,193,93
4264,193,86
4265,193,92
4266,193,93
4267,193,92
4268,194,86
4269,194,80
4270,194,72
4271,194,66
4272,194,61
4273,194,57
4274,194,55
4275,194,54
4276,194,56
4277,194,56
4278,194,57
4279,194,62
4280,194,69
4281,194,76
4282,194,84
4283,194,90
4284,194,93
4285,194,95
4286,194,93
4287,194,83
4288,194,85
4289,194,84
4290,195,79
4291,195,74
4292,195,67
4293,195,61
4294,195,56
4295,195,53
4296,195,51
4297,195,50
4298,195,52
4299,195,54
4300,195,55
4301,195,61
4302,195,67
4303,195,75
4304,195,83
4305,195,86
4306,195,85
4307,195,91
4308,195,86
4309,195,83
4310,195,83
4311,195,83
4312,196,81
4313,196,76
4314,196,70
4315,196,63
4316,196,59
4317,196,55
4318,196,53
4319,196,52
4320,196,52
4321,196,52
4322,196,54
4323,196,60
4324,196,66
4325,196,73
4326,196,77
4327,196,79
4328,196,80
4329,196,82
4330,196,79
4331,196,81
4332,196,85
4333,196,86
4334,197,80
4335,197,76
4336,197,70
4337,197,64
4338,197,59
4339,197,55
4340,197,52
4341,197,51
4342,197,50
4343,197,50
4344,197,53
4345,197,63
4346,197,71
4347,197,77
4348,197,82
4349,197,77
4350,197,75
4351,197,81
4352,197,89
4353,197,94
4354,197,97
4355,197,96
4356,198,90
4357,198,84
4358,198,76
4359,198,69
4360,198,63
4361,198,60
4362,198,56
4363,198,55
4364,198,57
4365,198,57
4366,198,58
4367,198,64
4368,198,71
4369,198,78
4370,198,86
4371,198,92
4372,198,96
4373,198,99
4374,198,101
4375,198,104
4376,198,106
4377,198,104
4378,199,96
4379,199,88
4380,199,80
4381,199,73
4382,199,67
4383,199,63
4384,199,61
4385,199,60
4386,199,61
4387,199,62
4388,199,61
4389,199,62
4390,199,66
4391,199,69
4392,199,78
4393,199,87
4394,199,93
4395,199,97
4396,199,99
4397,199,101
4398,199,103
4399,199,99
4400,200,89
4401,200,83
4402,200,77
4403,200,69
4404,200,64
4405,200,60
4406,200,56
4407,200,56
4408,200,56
4409,200,55
4410,200,55
4411,200,62
4412,200,72
4413,200,80
4414,200,88
4415,200,93
4416,200,96
4417,200,88
4418,200,82
4419,200,79
4420,200,77
4421,200,77
4422,201,75
4423,201,74
4424,201,69
4425,201,62
4426,201,57
4427,201,53
4428,201,51
4429,201,50
4430,201,52
4431,201,54
4432,201,55
4433,201,61
4434,201,70
4435,201,78
4436,201,83
4437,201,89
4438,201,92
4439,201,89
4440,201,85
4441,201,84
4442,201,85
4443,201,84
4444,202,83
4445,202,78
4446,202,72
4447,202,66
4448,202,61
4449,202,57
4450,202,53
4451,202,52
4452,202,53
4453,202,55
4454,202,55
4455,202,58
4456,202,67
4457,202,74
4458,202,79
4459,202,85
4460,202,91
4461,202,95
4462,202,98
4463,202,100
4464,202,101
4465,202,98
4466,203,90
4467,203,85
4468,203,78
4469,203,72
4470,203,66
4471,203,62
4472,203,58
4473,203,56
4474,203,55
4475,203,55
4476,203,55
4477,203,63
4478,203,70
4479,203,78
4480,203,86
4481,203,91
4482,203,95
4483,203,98
4484,203,100
4485,203,101
4486,203,102
4487,203,100
4488,204,92
4489,204,86
4490,204,80
4491,204,72
4492,204,67
4493,204,62
4494,204,59
4495,204,57
4496,204,55
4497,204,55
4498,204,56
4499,204,64
4500,204,73
4501,204,81
4502,204,87
4503,204,93
4504,204,97
4505,204,99
4506,204,101
4507,204,98
4508,204,97
4509,204,99
4510,205,94
4511,205,88
4512,205,81
4513,205,73
4514,205,69
4515,205,65
4516,205,62
4517,205,60
4518,205,61
4519,205,62
4520,205,62
4521,205,68
4522,205,74
4523,205,82
4524,205,89
4525,205,95
4526,205,100
4527,205,103
4528,205,103
4529,205,106
4530,205,107
4531,205,104
4532,206,97
4533,206,89
4534,206,81
4535,206,73
4536,206,68
4537,206,64
4538,206,61
4539,206,60
4540,206,61
4541,206,62
4542,206,61
4543,206,67
4544,206,74
4545,206,81
4546,206,83
4547,206,88
4548,206,88
4549,206,88
4550,206,87
4551,206,90
4552,206,82
4553,206,84
4554,207,80
4555,207,74
4556,207,68
4557,207,61
4558,207,56
4559,207,53
4560,207,51
4561,207,51
4562,207,53
4563,207,54
4564,207,55
4565,207,61
4566,207,68
4567,207,71
4568,207,73
4569,207,81
4570,207,88
4571,207,90
4572,207,90
4573,207,88
4574,207,89
4575,207,88
4576,208,75
4577,208,71
4578,208,63
4579,208,57
4580,208,53
4581,208,49
4582,208,47
4583,208,47
4584,208,50
4585,208,53
4586,208,52
4587,208,56
4588,208,61
4589,208,68
4590,208,75
4591,208,82
4592,208,88
4593,208,92
4594,208,95
4595,208,98
4596,208,98
4597,208,95
4598,209,81
4599,209,74
4600,209,67
4601,209,60
4602,209,55
4603,209,52
4604,209,50
4605,209,49
4606,209,51
4607,209,53
4608,209,53
4609,209,59
4610,209,67
4611,209,75
4612,209,83
4613,209,89
4614,209,94
4615,209,94
4616,209,89
4617,209,91
4618,209,92
4619,209,88
4620,210,80
4621,210,75
4622,210,69
4623,210,63
4624,210,58
4625,210,55
4626,210,52
4627,210,51
4628,210,51
4629,210,52
4630,210,52
4631,210,60
4632,210,68
4633,210,76
4634,210,83
4635,210,88
4636,210,92
4637,210,92
4638,210,95
4639,210,98
4640,210,99
4641,210,97
4642,211,87
4643,211,82
4644,211,76
4645,211,69
4646,211,64
4647,211,59
4648,211,56
4649,211,54
4650,211,52
4651,211,52
4652,211,53
4653,211,62
4654,211,71
4655,211,79
4656,211,85
4657,211,91
4658,211,95
4659,211,98
4660,211,97
4661,211,99
4662,211,101
4663,211,100
4664,212,93
4665,212,87
4666,212,80
4667,212,72
4668,212,67
4669,212,63
4670,212,61
4671,212,60
4672,212,61
4673,212,61
4674,212,61
4675,212,67
4676,212,74
4677,212,82
4678,212,88
4679,212,93
4680,212,96
4681,212,100
4682,212,98
4683,212,103
4684,212,102
4685,212,97
4686,213,90
4687,213,84
4688,213,77
4689,213,70
4690,213,64
4691,213,60
4692,213,58
4693,213,57
4694,213,58
4695,213,60
4696,213,59
4697,213,62
4698,213,68
4699,213,74
4700,213,81
4701,213,89
4702,213,92
4703,213,94
4704,213,93
4705,213,97
4706,213,101
4707,213,101
4708,214,91
4709,214,84
4710,214,77
4711,214,70
4712,214,65
4713,214,61
4714,214,59
4715,214,58
4716,214,59
4717,214,60
4718,214,59
4719,214,61
4720,214,69
4721,214,75
4722,214,82
4723,214,90
4724,214,95
4725,214,100
4726,214,103
4727,214,106
4728,214,103
4729,214,98
4730,215,90
4731,215,84
4732,215,78
4733,215,71
4734,215,66
4735,215,62
4736,215,59
4737,215,58
4738,215,57
4739,215,58
4740,215,59
4741,215,67
4742,215,76
4743,215,83
4744,215,90
4745,215,96
4746,215,101
4747,215,104
4748,215,107
4749,215,108
4750,215,107
4751,215,102
4752,216,94
4753,216,89
4754,216,84
4755,216,77
4756,216,72
4757,216,68
4758,216,65
4759,216,63
4760,216,62
4761,216,62
4762,216,62
4763,216,70
4764,216,79
4765,216,79
4766,216,82
4767,216,89
4768,216,90
4769,216,88
4770,216,82
4771,216,87
4772,216,88
4773,216,91
4774,217,91
4775,217,87
4776,217,80
4777,217,72
4778,217,67
4779,217,62
4780,217,59
4781,217,59
4782,217,62
4783,217,63
4784,217,62
4785,217,65
4786,217,72
4787,217,77
4788,217,85
4789,217,90
4790,217,96
4791,217,100
4792,217,103
4793,217,89
4794,217,85
4795,217,84
4796,218,83
4797,218,78
4798,218,71
4799,218,65
4800,218,59
4801,218,56
4802,218,54
4803,218,54
4804,218,56
4805,218,58
4806,218,58
4807,218,63
4808,218,72
4809,218,77
4810,218,79
4811,218,83
4812,218,88
4813,218,94
4814,218,88
4815,218,88
4816,218,92
4817,218,93
4818,219,88
4819,219,82
4820,219,75
4821,219,68
4822,219,64
4823,219,61
4824,219,59
4825,219,60
4826,219,61
4827,219,62
4828,219,61
4829,219,66
4830,219,73
4831,219,81
4832,219,89
4833,219,94
4834,219,99
4835,219,102
4836,219,105
4837,219,108
4838,219,109
4839,219,109
4840,220,99
4841,220,92
4842,220,84
4843,220,76
4844,220,71
4845,220,67
4846,220,64
4847,220,63
4848,220,63
4849,220,63
4850,220,62
4851,220,67
4852,220,76
4853,220,82
4854,220,90
4855,220,96
4856,220,95
4857,220,96
4858,220,96
4859,220,88
4860,220,87
4861,220,88
4862,221,91
4863,221,84
4864,221,74
4865,221,67
4866,221,63
4867,221,59
4868,221,56
4869,221,56
4870,221,58
4871,221,59
4872,221,58
4873,221,61
4874,221,69
4875,221,71
4876,221,74
4877,221,81
4878,221,89
4879,221,90
4880,221,90
4881,221,87
4882,221,87
4883,221,88
4884,222,85
4885,222,81
4886,222,75
4887,222,69
4888,222,64
4889,222,60
4890,222,58
4891,222,57
4892,222,56
4893,222,57
4894,222,57
4895,222,62
4896,222,71
4897,222,79
4898,222,76
4899,222,68
4900,222,74
4901,222,75
4902,222,76
4903,222,80
4904,222,84
4905,222,86
4906,223,82
4907,223,77
4908,223,72
4909,223,67
4910,223,63
4911,223,61
4912,223,58
4913,223,56
4914,223,54
4915,223,54
4916,223,54
4917,223,62
4918,223,70
4919,223,74
4920,223,78
4921,223,72
4922,223,68
4923,223,69
4924,223,72
4925,223,77
4926,223,81
4927,223,83
4928,224,79
4929,224,74
4930,224,68
4931,224,60
4932,224,56
4933,224,52
4934,224,49
4935,224,49
4936,224,52
4937,224,53
4938,224,53
4939,224,55
4940,224,62
4941,224,66
4942,224,71
4943,224,75
4944,224,78
4945,224,71
4946,224,69
4947,224,70
4948,224,74
4949,224,77
4950,225,78
4951,225,72
4952,225,66
4953,225,59
4954,225,55
4955,225,52
4956,225,50
4957,225,50
4958,225,53
4959,225,55
4960,225,54
4961,225,58
4962,225,63
4963,225,71
4964,225,78
4965,225,83
4966,225,88
4967,225,92
4968,225,95
4969,225,94
4970,225,97
4971,225,94
4972,226,88
4973,226,81
4974,226,74
4975,226,68
4976,226,64
4977,226,61
4978,226,58
4979,226,58
4980,226,60
4981,226,61
4982,226,61
4983,226,62
4984,226,71
4985,226,74
4986,226,76
4987,226,79
4988,226,85
4989,226,84
4990,226,86
4991,226,88
4992,226,93
4993,226,94
4994,227,89
4995,227,83
4996,227,77
4997,227,71
4998,227,66
4999,227,61
5000,227,58
5001,227,55
5002,227,59
5003,227,60
5004,227,58
5005,227,63
5006,227,70
5007,227,76
5008,227,82
5009,227,87
5010,227,91
5011,227,94
5012,227,97
5013,227,100
5014,227,101
5015,227,102
5016,228,92
5017,228,87
5018,228,81
5019,228,73
5020,228,67
5021,228,61
5022,228,59
5023,228,59
5024,228,60
5025,228,61
5026,228,60
5027,228,63
5028,228,69
5029,228,74
5030,228,80
5031,228,86
5032,228,90
5033,228,93
5034,228,95
5035,228,98
5036,228,99
5037,228,97
5038,229,89
5039,229,82
5040,229,75
5041,229,69
5042,229,65
5043,229,62
5044,229,58
5045,229,57
5046,229,57
5047,229,57
5048,229,58
5049,229,65
5050,229,73
5051,229,79
5052,229,84
5053,229,89
5054,229,93
5055,229,92
5056,229,95
5057,229,98
5058,229,99
5059,229,97
5060,230,89
5061,230,82
5062,230,77
5063,230,72
5064,230,68
5065,230,64
5066,230,61
5067,230,59
5068,230,58
5069,230,58
5070,230,58
5071,230,64
5072,230,72
5073,230,79
5074,230,85
5075,230,90
5076,230,93
5077,230,96
5078,230,99
5079,230,100
5080,230,100
5081,230,98
5082,231,92
5083,231,86
5084,231,78
5085,231,71
5086,231,65
5087,231,61
5088,231,59
5089,231,58
5090,231,59
5091,231,58
5092,231,57
5093,231,62
5094,231,69
5095,231,76
5096,231,83
5097,231,89
5098,231,92
5099,231,96
5100,231,99
5101,231,100
5102,231,101
5103,231,100
5104,232,94
5105,232,87
5106,232,81
5107,232,74
5108,232,69
5109,232,65
5110,232,62
5111,232,60
5112,232,60
5113,232,61
5114,232,60
5115,232,64
5116,232,67
5117,232,65
5118,232,72
5119,232,82
5120,232,90
5121,232,91
5122,232,94
5123,232,97
5124,232,100
5125,232,100
5126,233,94
5127,233,87
5128,233,80
5129,233,72
5130,233,66
5131,233,62
5132,233,59
5133,233,58
5134,233,60
5135,233,61
5136,233,59
5137,233,64
5138,233,72
5139,233,80
5140,233,87
5141,233,92
5142,233,97
5143,233,100
5144,233,103
5145,233,105
5146,233,106
5147,233,105
5148,234,96
5149,234,89
5150,234,81
5151,234,74
5152,234,69
5153,234,64
5154,234,61
5155,234,60
5156,234,62
5157,234,62
5158,234,60
5159,234,64
5160,234,72
5161,234,80
5162,234,87
5163,234,94
5164,234,98
5165,234,100
5166,234,101
5167,234,97
5168,234,89
5169,234,90
5170,235,83
5171,235,77
5172,235,70
5173,235,64
5174,235,59
5175,235,56
5176,235,54
5177,235,53
5178,235,55
5179,235,56
5180,235,55
5181,235,60
5182,235,68
5183,235,76
5184,235,85
5185,235,91
5186,235,96
5187,235,101
5188,235,102
5189,235,94
5190,235,86
5191,235,83
5192,236,74
5193,236,70
5194,236,63
5195,236,57
5196,236,53
5197,236,50
5198,236,48
5199,236,47
5200,236,48
5201,236,49
5202,236,49
5203,236,55
5204,236,63
5205,236,71
5206,236,80
5207,236,87
5208,236,91
5209,236,85
5210,236,74
5211,236,73
5212,236,72
5213,236,72
5214,237,71
5215,237,67
5216,237,63
5217,237,57
5218,237,53
5219,237,50
5220,237,48
5221,237,46
5222,237,46
5223,237,47
5224,237,48
5225,237,56
5226,237,64
5227,237,72
5228,237,80
5229,237,77
5230,237,68
5231,237,66
5232,237,68
5233,237,75
5234,237,82
5235,237,85
5236,238,81
5237,238,77
5238,238,70
5239,238,63
5240,238,58
5241,238,54
5242,238,52
5243,238,51
5244,238,54
5245,238,55
5246,238,54
5247,238,59
5248,238,66
5249,238,74
5250,238,81
5251,238,87
5252,238,92
5253,238,95
5254,238,98
5255,238,100
5256,238,104
5257,238,102
5258,239,94
5259,239,85
5260,239,77
5261,239,69
5262,239,64
5263,239,60
5264,239,57
5265,239,56
5266,239,58
5267,239,59
5268,239,57
5269,239,59
5270,239,66
5271,239,74
5272,239,82
5273,239,87
5274,239,94
5275,239,96
5276,239,98
5277,239,101
5278,239,102
5279,239,100
5280,240,93
5281,240,84
5282,240,75
5283,240,68
5284,240,63
5285,240,59
5286,240,56
5287,240,56
5288,240,58
5289,240,58
5290,240,57
5291,240,63
5292,240,69
5293,240,76
5294,240,83
5295,240,89
5296,240,94
5297,240,97
5298,240,99
5299,240,103
5300,240,105
5301,240,105
5302,241,94
5303,241,88
5304,241,80
5305,241,73
5306,241,68
5307,241,64
5308,241,61
5309,241,61
5310,241,64
5311,241,65
5312,241,63
5313,241,68
5314,241,75
5315,241,81
5316,241,88
5317,241,92
5318,241,95
5319,241,99
5320,241,102
5321,241,104
5322,241,105
5323,241,105
5324,242,97
5325,242,91
5326,242,81
5327,242,73
5328,242,68
5329,242,65
5330,242,63
5331,242,62
5332,242,63
5333,242,63
5334,242,62
5335,242,67
5336,242,74
5337,242,81
5338,242,88
5339,242,92
5340,242,94
5341,242,93
5342,242,96
5343,242,100
5344,242,102
5345,242,103
5346,243,94
5347,243,89
5348,243,84
5349,243,78
5350,243,72
5351,243,67
5352,243,64
5353,243,63
5354,243,63
5355,243,62
5356,243,61
5357,243,69
5358,243,77
5359,243,84
5360,243,91
5361,243,95
5362,243,99
5363,243,103
5364,243,104
5365,243,105
5366,243,106
5367,243,104
5368,244,94
5369,244,90
5370,244,82
5371,244,74
5372,244,70
5373,244,66
5374,244,63
5375,244,61
5376,244,60
5377,244,60
5378,244,59
5379,244,64
5380,244,75
5381,244,83
5382,244,91
5383,244,97
5384,244,101
5385,244,101
5386,244,92
5387,244,83
5388,244,80
5389,244,79
5390,245,82
5391,245,76
5392,245,69
5393,245,64
5394,245,59
5395,245,56
5396,245,54
5397,245,54
5398,245,57
5399,245,60
5400,245,57
5401,245,60
5402,245,68
5403,245,76
5404,245,83
5405,245,88
5406,245,93
5407,245,96
5408,245,99
5409,245,103
5410,245,102
5411,245,100
5412,246,94
5413,246,85
5414,246,76
5415,246,68
5416,246,64
5417,246,60
5418,246,58
5419,246,57
5420,246,59
5421,246,61
5422,246,58
5423,246,61
5424,246,70
5425,246,77
5426,246,83
5427,246,89
5428,246,93
5429,246,96
5430,246,99
5431,246,104
5432,246,107
5433,246,107
5434,247,97
5435,247,89
5436,247,80
5437,247,72
5438,247,68
5439,247,64
5440,247,61
5441,247,61
5442,247,63
5443,247,64
5444,247,61
5445,247,64
5446,247,70
5447,247,71
5448,247,77
5449,247,85
5450,247,90
5451,247,87
5452,247,91
5453,247,99
5454,247,96
5455,247,94
5456,248,89
5457,248,81
5458,248,73
5459,248,66
5460,248,62
5461,248,58
5462,248,56
5463,248,55
5464,248,58
5465,248,61
5466,248,58
5467,248,61
5468,248,69
5469,248,75
5470,248,81
5471,248,81
5472,248,78
5473,248,76
5474,248,79
5475,248,84
5476,248,90
5477,248,94
5478,249,88
5479,249,80
5480,249,72
5481,249,64
5482,249,60
5483,249,56
5484,249,54
5485,249,54
5486,249,57
5487,249,60
5488,249,57
5489,249,58
5490,249,62
5491,249,64
5492,249,67
5493,249,72
5494,249,77
5495,249,83
5496,249,88
5497,249,93
5498,249,94
5499,249,93
5500,250,86
5501,250,80
5502,250,73
5503,250,67
5504,250,62
5505,250,59
5506,250,56
5507,250,55
5508,250,56
5509,250,56
5510,250,56
5511,250,60
5512,250,70
5513,250,75
5514,250,71
5515,250,67
5516,250,67
5517,250,67
5518,250,68
5519,250,72
5520,250,75
5521,250,76
5522,251,74
5523,251,69
5524,251,64
5525,251,60
5526,251,56
5527,251,52
5528,251,49
5529,251,48
5530,251,48
5531,251,48
5532,251,49
5533,251,58
5534,251,68
5535,251,75
5536,251,82
5537,251,88
5538,251,92
5539,251,93
5540,251,92
5541,251,96
5542,251,97
5543,251,96
5544,252,92
5545,252,85
5546,252,77
5547,252,69
5548,252,64
5549,252,60
5550,252,58
5551,252,56
5552,252,60
5553,252,62
5554,252,59
5555,252,62
5556,252,70
5557,252,77
5558,252,84
5559,252,89
5560,252,92
5561,252,94
5562,252,98
5563,252,102
5564,252,105
5565,252,104
5566,253,96
5567,253,87
5568,253,77
5569,253,68
5570,253,62
5571,253,59
5572,253,56
5573,253,56
5574,253,59
5575,253,61
5576,253,59
5577,253,62
5578,253,69
5579,253,75
5580,253,78
5581,253,82
5582,253,85
5583,253,87
5584,253,91
5585,253,94
5586,253,95
5587,253,94
5588,254,89
5589,254,81
5590,254,73
5591,254,67
5592,254,63
5593,254,60
5594,254,60
5595,254,60
5596,254,63
5597,254,65
5598,254,62
5599,254,63
5600,254,68
5601,254,74
5602,254,80
5603,254,85
5604,254,89
5605,254,93
5606,254,95
5607,254,94
5608,254,93
5609,254,94
5610,255,84
5611,255,77
5612,255,68
5613,255,60
5614,255,57
5615,255,54
5616,255,52
5617,255,52
5618,255,57
5619,255,60
5620,255,57
5621,255,57
5622,255,64
5623,255,63
5624,255,62
5625,255,61
5626,255,68
5627,255,74
5628,255,83
5629,255,90
5630,255,92
5631,255,92
5632,256,85
5633,256,77
5634,256,70
5635,256,63
5636,256,59
5637,256,56
5638,256,54
5639,256,54
5640,256,57
5641,256,60
5642,256,58
5643,256,60
5644,256,62
5645,256,68
5646,256,76
5647,256,83
5648,256,88
5649,256,90
5650,256,92
5651,256,92
5652,256,91
5653,256,90
5654,257,85
5655,257,80
5656,257,74
5657,257,68
5658,257,63
5659,257,60
5660,257,57
5661,257,56
5662,257,55
5663,257,54
5664,257,54
5665,257,57
5666,257,63
5667,257,72
5668,257,80
5669,257,87
5670,257,91
5671,257,94
5672,257,96
5673,257,95
5674,257,95
5675,257,92
5676,258,85
5677,258,81
5678,258,76
5679,258,69
5680,258,64
5681,258,59
5682,258,56
5683,258,55
5684,258,55
5685,258,56
5686,258,56
5687,258,60
5688,258,63
5689,258,62
5690,258,63
5691,258,66
5692,258,72
5693,258,79
5694,258,84
5695,258,87
5696,258,86
5697,258,81
5698,259,78
5699,259,74
5700,259,69
5701,259,63
5702,259,58
5703,259,52
5704,259,50
5705,259,50
5706,259,52
5707,259,53
5708,259,53
5709,259,52
5710,259,57
5711,259,62
5712,259,65
5713,259,65
5714,259,65
5715,259,65
5716,259,66
5717,259,67
5718,259,69
5719,259,69
5720,260,73
5721,260,67
5722,260,60
5723,260,55
5724,260,52
5725,260,49
5726,260,47
5727,260,48
5728,260,52
5729,260,56
5730,260,55
5731,260,56
5732,260,64
5733,260,70
5734,260,76
5735,260,81
5736,260,84
5737,260,87
5738,260,91
5739,260,95
5740,260,97
5741,260,98
5742,261,91
5743,261,83
5744,261,74
5745,261,67
5746,261,62
5747,261,59
5748,261,56
5749,261,56
5750,261,58
5751,261,61
5752,261,58
5753,261,60
5754,261,65
5755,261,72
5756,261,78
5757,261,83
5758,261,87
5759,261,91
5760,261,95
5761,261,99
5762,261,101
5763,261,100
5764,262,93
5765,262,86
5766,262,77
5767,262,69
5768,262,62
5769,262,58
5770,262,55
5771,262,54
5772,262,59
5773,262,61
5774,262,59
5775,262,61
5776,262,67
5777,262,75
5778,262,78
5779,262,84
5780,262,88
5781,262,91
5782,262,94
5783,262,98
5784,262,100
5785,262,99
5786,263,90
5787,263,82
5788,263,73
5789,263,66
5790,263,61
5791,263,58
5792,263,55
5793,263,54
5794,263,57
5795,263,60
5796,263,56
5797,263,55
5798,263,57
5799,263,59
5800,263,64
5801,263,72
5802,263,78
5803,263,83
5804,263,87
5805,263,87
5806,263,86
5807,263,86
5808,264,80
5809,264,74
5810,264,68
5811,264,62
5812,264,56
5813,264,53
5814,264,51
5815,264,50
5816,264,50
5817,264,51
5818,264,50
5819,264,56
5820,264,66
5821,264,72
5822,264,73
5823,264,71
5824,264,76
5825,264,78
5826,264,78
5827,264,82
5828,264,81
5829,264,79
5830,265,75
5831,265,72
5832,265,67
5833,265,61
5834,265,56
5835,265,53
5836,265,50
5837,265,48
5838,265,48
5839,265,49
5840,265,49
5841,265,58
5842,265,68
5843,265,75
5844,265,81
5845,265,82
5846,265,77
5847,265,73
5848,265,74
5849,265,81
5850,265,82
5851,265,82
5852,266,80
5853,266,74
5854,266,67
5855,266,61
5856,266,56
5857,266,53
5858,266,51
5859,266,51
5860,266,54
5861,266,55
5862,266,54
5863,266,58
5864,266,66
5865,266,69
5866,266,75
5867,266,78
5868,266,82
5869,266,85
5870,266,89
5871,266,89
5872,266,90
5873,266,91
5874,267,86
5875,267,78
5876,267,69
5877,267,63
5878,267,59
5879,267,56
5880,267,54
5881,267,54
5882,267,57
5883,267,59
5884,267,57
5885,267,57
5886,267,63
5887,267,69
5888,267,76
5889,267,81
5890,267,84
5891,267,86
5892,267,87
5893,267,89
5894,267,93
5895,267,93
5896,268,88
5897,268,80
5898,268,71
5899,268,64
5900,268,60
5901,268,57
5902,268,54
5903,268,54
5904,268,57
5905,268,60
5906,268,57
5907,268,60
5908,268,67
5909,268,74
5910,268,82
5911,268,85
5912,268,90
5913,268,96
5914,268,100
5915,268,104
5916,268,106
5917,268,103
5918,269,95
5919,269,87
5920,269,79
5921,269,72
5922,269,66
5923,269,62
5924,269,60
5925,269,60
5926,269,62
5927,269,64
5928,269,61
5929,269,61
5930,269,68
5931,269,76
5932,269,83
5933,269,90
5934,269,95
5935,269,98
5936,269,100
5937,269,99
5938,269,98
5939,269,98
5940,270,94
5941,270,86
5942,270,76
5943,270,69
5944,270,64
5945,270,62
5946,270,59
5947,270,57
5948,270,60
5949,270,62
5950,270,60
5951,270,62
5952,270,69
5953,270,77
5954,270,85
5955,270,91
5956,270,94
5957,270,97
5958,270,100
5959,270,100
5960,270,98
5961,270,94
5962,271,85
5963,271,79
5964,271,73
5965,271,67
5966,271,62
5967,271,59
5968,271,56
5969,271,54
5970,271,54
5971,271,54
5972,271,54
5973,271,61
5974,271,71
5975,271,78
5976,271,85
5977,271,92
5978,271,97
5979,271,99
5980,271,102
5981,271,103
5982,271,98
5983,271,94
5984,272,86
5985,272,82
5986,272,76
5987,272,71
5988,272,67
5989,272,63
5990,272,60
5991,272,57
5992,272,56
5993,272,56
5994,272,55
5995,272,63
5996,272,74
5997,272,83
5998,272,90
5999,272,95
6000,272,100
6001,272,102
6002,272,105
6003,272,106
6004,272,104
6005,272,102
6006,273,96
6007,273,89
6008,273,80
6009,273,73
6010,273,67
6011,273,64
6012,273,61
6013,273,61
6014,273,64
6015,273,65
6016,273,62
6017,273,63
6018,273,70
6019,273,77
6020,273,84
6021,273,89
6022,273,92
6023,273,97
6024,273,103
6025,273,106
6026,273,108
6027,273,107
6028,274,97
6029,274,89
6030,274,81
6031,274,72
6032,274,67
6033,274,63
6034,274,61
6035,274,60
6036,274,62
6037,274,64
6038,274,61
6039,274,63
6040,274,71
6041,274,78
6042,274,84
6043,274,90
6044,274,94
6045,274,97
6046,274,100
6047,274,104
6048,274,105
6049,274,104
6050,275,95
6051,275,86
6052,275,79
6053,275,71
6054,275,66
6055,275,62
6056,275,59
6057,275,59
6058,275,61
6059,275,62
6060,275,60
6061,275,63
6062,275,72
6063,275,78
6064,275,82
6065,275,89
6066,275,93
6067,275,86
6068,275,82
6069,275,89
6070,275,95
6071,275,96
6072,276,92
6073,276,84
6074,276,75
6075,276,68
6076,276,63
6077,276,60
