idx,pm2.5
443,126
443,126
443,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,126
444,13
444,13
444,28
444,33
444,14
444,20
444,23
444,24
445,12
445,12
445,9
445,8
445,9
445,15
445,13
445,13
445,12
445,13
445,14
445,12
445,18
445,11
445,22
445,19
445,14
445,12
445,17
445,24
445,41
445,60
445,21
446,23
446,20
446,24
446,24
446,20
446,20
446,20
446,30
446,25
446,12
446,20
446,16
446,19
446,16
446,18
446,22
446,16
446,22
446,28
446,32
446,23
446,24
446,15
447,13
447,13
447,10
447,8
447,9
447,8
447,10
447,12
447,18
447,15
447,13
447,12
447,11
447,15
447,12
447,15
447,17
447,6
447,7
447,6
447,4
447,3
447,4
448,13
448,13
448,15
448,23
448,23
448,27
448,18
448,25
448,31
448,23
448,17
448,22
448,16
448,15
448,13
448,25
448,18
448,17
448,22
448,39
448,21
448,24
448,37
449,46
449,57
449,66
449,78
449,76
449,85
449,126
449,145
449,178
449,157
449,130
449,60
449,38
449,39
449,36
449,29
449,23
449,11
449,12
449,16
449,12
449,13
449,11
450,6
450,20
450,13
450,16
450,12
450,17
450,27
450,21
450,20
450,26
450,27
450,29
450,25
450,16
450,23
450,21
450,13
450,13
450,17
450,50
450,22
450,22
450,69
451,40
451,38
451,37
451,39
451,45
451,50
451,44
451,58
451,48
451,48
451,39
451,44
451,36
451,36
451,38
451,43
451,35
451,42
451,51
451,60
451,65
451,61
451,56
452,76
452,58
452,64
452,79
452,100
452,128
452,110
452,116
452,97
452,99
452,107
452,101
452,94
452,70
452,49
452,59
452,60
452,51
452,55
452,73
452,70
452,67
452,64
453,87
453,96
453,103
453,115
453,112
453,95
453,87
453,95
453,123
453,136
453,143
453,152
453,132
453,104
453,84
453,66
453,50
453,57
453,77
453,77
453,77
453,77
453,77
454,148
454,148
454,148
454,148
454,148
454,148
454,148
454,148
454,204
454,212
454,212
454,212
454,212
454,212
454,188
454,179
454,166
454,168
454,168
454,168
454,295
454,328
454,287
455,222
455,147
455,51
455,23
455,19
455,18
455,15
455,18
455,25
455,17
455,18
455,20
455,17
455,15
455,16
455,23
455,34
455,19
455,25
455,33
455,36
455,33
455,23
456,30
456,48
456,44
456,56
456,46
456,32
456,54
456,89
456,79
456,45
456,68
456,158
456,178
456,63
456,108
456,92
456,127
456,11
456,5
456,24
456,5
456,5
456,55
457,124
457,143
457,186
457,167
457,184
457,172
457,149
457,156
457,144
457,135
457,94
457,105
457,50
457,167
457,138
457,170
457,89
457,108
457,108
457,108
457,108
457,108
457,86
458,88
458,80
458,125
458,123
458,151
458,174
458,241
458,132
458,159
458,138
458,177
458,149
458,192
458,171
458,211
458,124
458,170
458,52
458,22
458,17
458,54
458,59
458,150
459,154
459,166
459,164
459,191
459,152
459,160
459,254
459,231
459,254
459,277
459,207
459,218
459,264
459,227
459,188
459,253
459,227
459,166
459,143
459,184
459,246
459,279
459,233
460,190
460,196
460,96
460,103
460,94
460,120
460,77
460,158
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
460,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
461,169
462,169
462,169
462,169
462,169
462,169
462,169
462,169
462,169
462,169
462,169
462,169
462,169
462,169
462,24
462,27
462,39
462,39
462,39
462,39
462,39
462,39
462,39
462,39
463,69
463,69
463,69
463,69
463,69
463,69
463,69
463,69
463,69
463,69
463,105
463,103
463,105
463,107
463,105
463,102
463,102
463,100
463,109
463,107
463,77
463,80
463,82
464,50
464,39
464,24
464,28
464,14
464,13
464,11
464,17
464,15
464,8
464,10
464,12
464,12
464,13
464,14
464,11
464,10
464,10
464,11
464,17
464,91
464,22
464,16
465,12
465,8
465,9
465,14
465,16
465,14
465,29
465,24
465,19
465,16
465,17
465,13
465,12
465,10
465,11
465,12
465,13
465,18
465,26
465,27
465,45
465,49
465,50
466,64
466,67
466,77
466,85
466,91
466,88
466,91
466,103
466,101
466,88
466,91
466,99
466,94
466,101
466,91
466,73
466,94
466,88
466,104
466,145
466,171
466,184
466,202
467,186
467,184
467,188
467,189
467,201
467,231
467,225
467,169
467,163
467,142
467,136
467,141
467,125
467,131
467,138
467,152
467,145
467,157
467,172
467,170
467,172
467,155
467,168
468,144
468,137
468,133
468,158
468,162
468,158
468,174
468,184
468,191
468,159
468,74
468,27
468,21
468,21
468,21
468,21
468,21
468,21
468,21
468,21
468,21
468,21
468,21
469,53
469,53
469,53
469,53
469,53
469,53
469,53
469,53
469,53
469,53
469,53
469,53
469,28
469,26
469,27
469,25
469,25
469,25
469,25
469,25
469,25
469,25
469,25
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,36
470,76
470,87
470,146
470,149
470,121
470,79
470,58
470,53
470,56
471,60
471,65
471,41
471,23
471,20
471,12
471,13
471,16
471,22
471,35
471,72
471,249
471,76
471,90
471,74
471,44
471,93
471,118
471,120
471,97
471,14
471,15
471,18
472,21
472,10
472,9
472,7
472,4
472,6
472,6
472,4
472,3
472,5
472,9
472,12
472,11
472,11
472,13
472,10
472,10
472,15
472,19
472,32
472,43
472,65
472,54
473,63
473,52
473,53
473,48
473,62
473,59
473,93
473,103
473,79
473,80
473,84
473,73
473,52
473,44
473,58
473,68
473,86
473,99
473,105
473,93
473,120
473,115
473,91
474,84
474,114
474,97
474,87
474,91
474,97
474,121
474,136
474,160
474,175
474,166
474,153
474,165
474,135
474,270
474,141
474,137
474,143
474,157
474,156
474,189
474,165
474,195
475,157
475,161
475,167
475,171
475,160
475,140
475,161
475,169
475,113
475,69
475,44
475,44
475,44
475,44
475,44
475,44
475,44
475,44
475,44
475,44
475,49
475,49
475,49
476,74
476,74
476,74
476,74
476,74
476,74
476,74
476,74
476,74
476,74
476,39
476,39
476,34
476,70
476,36
476,28
476,28
476,28
476,28
476,28
476,28
476,28
476,28
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,49
477,16
477,16
477,10
477,12
477,16
477,14
477,13
477,12
477,12
478,9
478,8
478,11
478,15
478,16
478,17
478,23
478,17
478,19
478,15
478,22
478,13
478,14
478,15
478,10
478,23
478,14
478,12
478,13
478,24
478,32
478,37
478,41
479,99
479,73
479,60
479,78
479,96
479,91
479,93
479,122
479,165
479,156
479,162
479,167
479,167
479,155
479,126
479,117
479,97
479,95
479,90
479,93
479,100
479,83
479,96
480,138
480,148
480,126
480,101
480,104
480,116
480,143
480,151
480,149
480,86
480,51
480,41
480,31
480,26
480,20
480,15
480,13
480,16
480,18
480,22
480,63
480,68
480,82
481,51
481,46
481,67
481,54
481,43
481,42
481,44
481,29
481,29
481,25
481,20
481,19
481,25
481,27
481,27
481,36
481,39
481,47
481,62
481,64
481,73
481,59
481,60
482,61
482,59
482,63
482,70
482,64
482,75
482,82
482,93
482,90
482,84
482,84
482,99
482,105
482,105
482,105
482,105
482,105
482,105
482,105
482,105
482,105
482,105
482,105
483,165
483,165
483,165
483,165
483,165
483,165
483,165
483,166
483,185
483,162
483,163
483,172
483,165
483,163
483,152
483,157
483,162
483,171
483,172
483,170
483,168
483,172
483,168
484,170
484,172
484,186
484,176
484,183
484,194
484,195
484,200
484,218
484,232
484,187
484,97
484,76
484,53
484,36
484,41
484,81
484,120
484,201
484,214
484,238
484,251
484,234
485,136
485,108
485,88
485,65
485,83
485,96
485,100
485,99
485,89
485,86
485,60
485,49
485,38
485,38
485,42
485,39
485,31
485,41
485,33
485,37
485,40
485,37
485,33
486,48
486,26
486,15
486,18
486,17
486,15
486,24
486,23
486,20
486,27
486,14
486,12
486,16
486,27
486,24
486,41
486,31
486,23
486,19
486,34
486,34
486,21
486,14
487,16
487,12
487,8
487,7
487,7
487,8
487,11
487,13
487,14
487,14
487,14
487,13
487,15
487,16
487,13
487,36
487,33
487,33
487,28
487,27
487,35
487,45
487,57
488,79
488,65
488,70
488,79
488,81
488,93
488,81
488,50
488,63
488,44
488,42
488,39
488,55
488,48
488,53
488,43
488,54
488,58
488,63
488,80
488,95
488,93
488,94
489,110
489,113
489,107
489,114
489,123
489,130
489,136
489,147
489,148
489,168
489,201
489,188
489,150
489,118
489,84
489,59
489,44
489,39
489,35
489,63
489,95
489,79
489,75
490,110
490,111
490,98
490,97
490,86
490,58
490,60
490,55
490,39
490,33
490,34
490,34
490,37
490,38
490,32
490,30
490,26
490,23
490,28
490,37
490,43
490,30
490,31
491,46
491,30
491,27
491,26
491,17
491,19
491,15
491,27
491,23
491,23
491,18
491,14
491,16
491,20
491,29
491,45
491,46
491,48
491,47
491,39
491,53
491,55
491,50
492,80
492,88
492,62
492,54
492,66
492,64
492,79
492,82
492,80
492,63
492,54
492,59
492,53
492,39
492,40
492,42
492,46
492,44
492,41
492,58
492,63
492,65
492,61
493,78
493,74
493,78
493,83
493,79
493,88
493,82
493,84
493,94
493,75
493,40
493,33
493,38
493,22
493,19
493,23
493,18
493,20
493,20
493,25
493,35
493,28
493,28
494,26
494,22
494,16
494,20
494,24
494,33
494,32
494,44
494,76
494,27
494,24
494,21
494,28
494,32
494,70
494,41
494,29
494,23
494,24
494,27
494,35
494,46
494,56
495,83
495,86
495,92
495,98
495,98
495,104
495,106
495,111
495,117
495,102
495,99
495,184
495,202
495,165
495,159
495,183
495,118
495,61
495,33
495,44
495,60
495,56
495,68
496,75
496,72
496,77
496,72
496,69
496,63
496,63
496,60
496,56
496,35
496,24
496,22
496,17
496,12
496,12
496,11
496,63
496,32
496,34
496,32
496,24
496,16
496,29
497,22
497,20
497,18
497,24
497,18
497,29
497,20
497,28
497,28
497,27
497,27
497,27
497,31
497,28
497,25
497,24
497,32
497,31
497,35
497,70
497,40
497,72
497,59
498,27
498,31
498,29
498,25
498,22
498,21
498,27
498,32
498,26
498,30
498,25
498,26
498,20
498,16
498,18
498,22
498,27
498,40
498,29
498,58
498,50
498,39
498,46
499,55
499,50
499,58
499,63
499,58
499,34
499,18
499,16
499,16
499,15
499,83
499,21
499,16
499,8
499,18
499,27
499,48
499,57
499,50
499,45
499,44
499,40
499,53
500,42
500,37
500,37
500,43
500,40
500,55
500,65
500,66
500,64
500,71
500,69
500,75
500,156
500,70
500,24
500,19
500,24
500,40
500,35
500,45
500,41
500,40
500,42
501,52
501,57
501,62
501,80
501,134
501,107
501,105
501,140
501,147
501,153
501,138
501,149
501,160
501,159
501,158
501,155
501,174
501,184
501,206
501,217
501,236
501,237
501,250
502,251
502,255
502,206
502,204
502,213
502,219
502,227
502,212
502,205
502,209
502,215
502,217
502,237
502,226
502,236
502,221
502,222
502,205
502,75
502,32
502,27
502,23
502,19
503,6
503,7
503,6
503,6
503,5
503,6
503,10
503,11
503,11
503,8
503,7
503,9
503,13
503,14
503,16
503,15
503,19
503,11
503,15
503,20
503,29
503,27
503,27
504,33
504,35
504,26
504,20
504,23
504,46
504,17
504,14
504,18
504,16
504,10
504,11
504,12
504,7
504,19
504,180
504,69
504,47
504,31
504,51
504,32
504,22
504,27
505,34
505,39
505,44
505,56
505,52
505,47
505,41
505,54
505,52
505,55
505,53
505,91
505,25
505,15
505,34
505,43
505,16
505,9
505,30
505,51
505,55
505,29
505,56
506,40
506,55
506,47
506,53
506,58
506,74
506,122
506,115
506,67
506,114
506,69
506,76
506,55
506,25
506,24
506,21
506,24
506,31
506,116
506,118
506,89
506,49
506,83
507,69
507,66
507,77
507,78
507,81
507,89
507,123
507,149
507,155
507,168
507,200
507,187
507,152
507,123
507,114
507,120
507,109
507,90
507,70
507,61
507,47
507,46
507,41
508,49
508,58
508,57
508,59
508,63
508,71
508,81
508,86
508,100
508,106
508,109
508,102
508,107
508,77
508,57
508,63
508,50
508,46
508,35
508,67
508,53
508,59
508,53
509,46
509,45
509,51
509,58
509,58
509,56
509,66
509,72
509,80
509,79
509,69
509,73
509,66
509,62
509,66
509,61
509,55
509,55
509,55
509,47
509,48
509,62
509,57
510,96
510,97
510,95
510,100
510,100
510,112
510,115
510,116
510,116
510,110
510,110
510,110
510,110
510,110
510,110
510,110
510,110
510,110
510,110
510,110
510,110
510,110
510,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,110
511,97
511,82
511,73
511,96
511,107
511,122
511,137
511,132
512,160
512,177
512,190
512,186
512,195
512,153
512,184
512,171
512,154
512,253
512,140
512,113
512,122
512,119
512,124
512,105
512,106
512,104
512,112
512,109
512,110
512,100
512,100
513,101
513,100
513,99
513,97
513,100
513,95
513,90
513,99
513,105
513,112
513,109
513,116
513,118
513,112
513,104
513,112
513,117
513,139
513,146
513,150
513,114
513,61
513,92
514,107
514,82
514,71
514,58
514,55
514,62
514,56
514,52
514,99
514,65
514,72
514,85
514,85
514,44
514,67
514,26
514,26
514,28
514,39
514,49
514,15
514,12
514,18
515,13
515,14
515,15
515,17
515,10
515,10
515,9
515,9
515,9
515,8
515,8
515,9
515,11
515,13
515,14
515,12
515,16
515,10
515,24
515,24
515,14
515,20
515,10
516,17
516,12
516,16
516,8
516,11
516,17
516,8
516,16
516,15
516,15
516,13
516,20
516,9
516,10
516,11
516,17
516,18
516,28
516,28
516,28
516,29
516,33
516,29
517,33
517,31
517,36
517,45
517,48
517,57
517,81
517,98
517,99
517,143
517,105
517,83
517,81
517,128
517,127
517,64
517,60
517,100
517,92
517,116
517,74
517,64
517,73
518,68
518,37
518,37
518,32
518,23
518,18
518,25
518,34
518,9
518,12
518,28
518,9
518,9
518,11
518,11
518,8
518,56
518,15
518,15
518,48
518,56
518,45
518,48
519,53
519,70
519,48
519,58
519,68
519,57
519,44
519,44
519,44
519,44
519,44
519,44
519,30
519,44
519,37
519,40
519,45
519,21
519,18
519,25
519,27
519,24
519,22
520,40
520,63
520,78
520,100
520,109
520,124
520,125
520,133
520,133
520,126
520,142
520,109
520,43
520,57
520,90
520,83
520,60
520,67
520,67
520,59
520,64
520,69
520,67
521,65
521,50
521,41
521,44
521,74
521,92
521,103
521,103
521,103
521,103
521,87
521,85
521,100
521,100
521,93
521,86
521,91
521,99
521,114
521,123
521,145
521,163
521,170
522,166
522,167
522,201
522,201
522,204
522,217
522,206
522,241
522,237
522,231
522,177
522,160
522,152
522,102
522,66
522,69
522,69
522,82
522,37
522,47
522,55
522,58
522,59
523,61
523,35
523,9
523,7
523,6
523,7
523,7
523,20
523,13
523,27
523,24
523,14
523,22
523,33
523,49
523,26
523,22
523,27
523,28
523,40
523,29
523,33
523,47
524,86
524,151
524,210
524,188
524,176
524,184
524,190
524,196
524,189
524,165
524,152
524,126
524,111
524,112
524,106
524,76
524,67
524,92
524,62
524,75
524,96
524,123
524,119
525,121
525,121
525,108
525,117
525,176
525,199
525,185
525,173
525,172
525,141
525,130
525,132
525,117
525,91
525,83
525,71
525,80
525,92
525,80
525,48
525,64
525,74
525,84
526,122
526,53
526,52
526,57
526,87
526,95
526,109
526,96
526,91
526,82
526,73
526,81
526,67
526,74
526,85
526,29
526,25
526,39
526,27
526,33
526,43
526,55
526,48
527,16
527,18
527,14
527,12
527,18
527,10
527,19
527,15
527,12
527,11
527,10
527,11
527,13
527,22
527,15
527,14
527,17
527,46
527,48
527,49
527,39
527,34
527,45
528,63
528,79
528,85
528,95
528,96
528,98
528,117
528,119
528,103
528,98
528,96
528,98
528,95
528,88
528,83
528,69
528,65
528,63
528,45
528,70
528,63
528,116
528,127
529,147
529,156
529,125
529,100
529,93
529,94
529,94
529,133
529,153
529,187
529,195
529,205
529,234
529,236
529,231
529,220
529,175
529,146
529,151
529,141
529,142
529,123
529,78
530,71
530,106
530,128
530,124
530,135
530,167
530,165
530,171
530,170
530,156
530,167
530,175
530,164
530,153
530,152
530,158
530,144
530,142
530,135
530,165
530,198
530,195
530,138
531,192
531,177
531,120
531,96
531,80
531,91
531,76
531,69
531,69
531,80
531,95
531,95
531,97
531,124
531,140
531,123
531,139
531,144
531,135
531,137
531,113
531,117
531,114
532,134
532,134
532,125
532,106
532,121
532,110
532,115
532,102
532,88
532,87
532,85
532,88
532,85
532,80
532,67
532,66
532,69
532,79
532,89
532,87
532,104
532,135
532,142
533,179
533,190
533,194
533,212
533,257
533,244
533,257
533,227
533,198
533,180
533,154
533,132
533,106
533,95
533,101
533,110
533,99
533,113
533,147
533,269
533,285
533,245
533,237
534,221
534,201
534,195
534,205
534,242
534,235
534,209
534,199
534,198
534,205
534,207
534,201
534,182
534,167
534,161
534,167
534,155
534,149
534,158
534,203
534,209
534,206
534,217
535,236
535,207
535,254
535,205
535,230
535,214
535,187
535,192
535,184
535,174
535,185
535,173
535,158
535,165
535,134
535,104
535,120
535,111
535,139
535,173
535,192
535,181
535,183
536,183
536,158
536,160
536,161
536,171
536,176
536,176
536,172
536,169
536,178
536,149
536,164
536,117
536,120
536,109
536,106
536,137
536,91
536,91
536,101
536,116
536,145
536,164
537,156
537,146
537,137
537,145
537,146
537,204
537,231
537,217
537,187
537,194
537,204
537,251
537,337
537,402
537,432
537,442
537,459
537,445
537,352
537,399
537,132
537,99
537,136
538,145
538,152
538,150
538,152
538,185
538,166
538,169
538,182
538,166
538,160
538,169
538,185
538,184
538,182
538,163
538,179
538,194
538,133
538,51
538,44
538,34
538,36
538,29
539,54
539,22
539,25
539,11
539,25
539,18
539,9
539,8
539,11
539,16
539,22
539,18
539,25
539,20
539,23
539,25
539,27
539,34
539,36
539,35
539,45
539,48
539,41
540,43
540,50
540,31
540,34
540,31
540,22
540,20
540,22
540,29
540,23
540,29
540,30
540,27
540,18
540,19
540,22
540,25
540,25
540,26
540,40
540,43
540,62
540,77
541,87
541,91
541,109
541,134
541,87
541,56
541,52
541,52
541,41
541,29
541,24
541,16
541,19
541,16
541,21
541,20
541,21
541,24
541,23
541,27
541,75
541,64
541,62
542,74
542,49
542,47
542,57
542,49
542,81
542,125
542,127
542,79
542,59
542,36
542,26
542,30
542,16
542,31
542,39
542,40
542,51
542,53
542,58
542,55
542,56
542,93
543,94
543,112
543,118
543,121
543,119
543,127
543,123
543,125
543,127
543,205
543,149
543,162
543,173
543,202
543,185
543,166
543,152
543,137
543,156
543,132
543,116
543,113
543,141
544,199
544,226
544,229
544,242
544,244
544,265
544,266
544,259
544,274
544,275
544,242
544,232
544,208
544,204
544,190
544,223
544,228
544,243
544,229
544,224
544,206
544,226
544,256
545,242
545,255
545,238
545,229
545,231
545,219
545,145
545,35
545,38
545,37
545,33
545,48
545,48
545,47
545,52
545,58
545,75
545,113
545,150
545,213
545,213
545,218
545,233
546,254
546,232
546,220
546,222
546,230
546,226
546,221
546,206
546,82
546,29
546,39
546,61
546,77
546,93
546,109
546,94
546,81
546,91
546,117
546,121
546,112
546,108
546,118
547,141
547,150
547,170
547,165
547,179
547,153
547,166
547,165
547,160
547,176
547,162
547,144
547,128
547,140
547,133
547,122
547,164
547,155
547,170
547,164
547,187
547,187
547,198
548,215
548,195
548,195
548,245
548,224
548,220
548,244
548,238
548,140
548,72
548,47
548,30
548,26
548,25
548,19
548,26
548,23
548,30
548,44
548,46
548,44
548,46
548,56
549,96
549,108
549,104
549,74
549,85
549,55
549,48
549,46
549,47
549,36
549,42
549,36
549,37
549,40
549,52
549,71
549,63
549,88
549,96
549,73
549,63
549,61
549,57
550,82
550,86
550,89
550,67
550,79
550,95
550,112
550,105
550,119
550,134
550,133
550,144
550,165
550,153
550,142
550,141
550,139
550,152
550,160
550,145
550,132
550,141
550,145
551,173
551,199
551,193
551,193
551,185
551,184
551,178
551,145
551,142
551,158
551,173
551,164
551,180
551,181
551,172
551,171
551,167
551,170
551,174
551,171
551,188
551,179
551,121
552,54
552,56
552,87
552,48
552,42
552,44
552,31
552,12
552,10
552,11
552,11
552,16
552,9
552,16
552,17
552,16
552,12
552,21
552,20
552,22
552,19
552,23
552,28
553,22
553,31
553,37
553,38
553,32
553,27
553,40
553,37
553,32
553,26
553,25
553,18
553,23
553,14
553,12
553,16
553,7
553,9
553,12
553,16
553,17
553,17
553,28
554,22
554,34
554,41
554,21
554,28
554,25
554,19
554,14
554,23
554,18
554,18
554,12
554,17
554,14
554,23
554,18
554,19
554,21
554,18
554,23
554,25
554,29
554,28
555,53
555,57
555,62
555,80
555,100
555,93
555,82
555,79
555,83
555,75
555,88
555,90
555,90
555,79
555,89
555,87
555,91
555,73
555,66
555,72
555,117
555,111
555,125
556,171
556,185
556,296
556,275
556,288
556,298
556,274
556,281
556,280
556,249
556,239
556,218
556,197
556,154
556,130
556,122
556,125
556,118
556,153
556,132
556,91
556,102
556,113
557,96
557,107
557,118
557,105
557,104
557,107
557,127
557,128
557,111
557,126
557,109
557,108
557,122
557,112
557,112
557,100
557,109
557,99
557,92
557,113
557,117
557,117
557,112
558,116
558,87
558,95
558,92
558,89
558,102
558,99
558,97
558,92
558,91
558,95
558,95
558,102
558,103
558,101
558,89
558,87
558,84
558,91
558,91
558,97
558,93
558,81
559,77
559,80
559,82
559,85
559,78
559,90
559,86
559,94
559,95
559,125
559,131
559,135
559,144
559,144
559,133
559,132
559,137
559,141
559,133
559,94
559,83
559,71
559,62
560,39
560,42
560,58
560,59
560,57
560,59
560,52
560,64
560,70
560,66
560,66
560,70
560,83
560,103
560,109
560,91
560,90
560,88
560,97
560,107
560,94
560,74
560,100
561,78
561,80
561,77
561,86
561,108
561,90
561,73
561,71
561,54
561,52
561,55
561,69
561,70
561,87
561,75
561,84
561,91
561,90
561,92
561,96
561,84
561,37
561,47
562,63
562,67
562,69
562,71
562,80
562,82
562,93
562,97
562,121
562,137
562,147
562,166
562,181
562,186
562,200
562,75
562,77
562,87
562,61
562,75
562,87
562,93
562,88
563,77
563,61
563,58
563,54
563,69
563,62
563,64
563,74
563,74
563,69
563,76
563,101
563,119
563,127
563,128
563,128
563,144
563,142
563,134
563,149
563,151
563,160
563,157
564,181
564,174
564,140
564,126
564,121
564,130
564,131
564,140
564,150
564,117
564,105
564,66
564,62
564,68
564,75
564,73
564,72
564,65
564,79
564,83
564,50
564,44
564,45
565,57
565,53
565,27
565,21
565,28
565,16
565,10
565,13
565,14
565,11
565,26
565,24
565,21
565,14
565,47
565,58
565,61
565,65
565,56
565,63
565,80
565,84
565,116
566,107
566,86
566,87
566,89
566,83
566,77
566,65
566,83
566,103
566,90
566,92
566,95
566,111
566,112
566,87
566,88
566,88
566,86
566,78
566,75
566,91
566,91
566,106
567,118
567,129
567,116
567,119
567,118
567,65
567,59
567,74
567,111
567,146
567,155
567,161
567,170
567,189
567,196
567,203
567,211
567,230
567,256
567,271
567,291
567,271
567,273
568,296
568,321
568,290
568,288
568,293
568,307
568,335
568,330
568,334
568,334
568,336
568,302
568,308
568,299
568,293
568,269
568,206
568,223
568,235
568,244
568,237
568,277
568,300
569,325
569,330
569,354
569,321
569,383
569,355
569,354
569,375
569,390
569,376
569,356
569,375
569,337
569,310
569,127
569,38
569,62
569,49
569,59
569,53
569,51
569,23
569,19
570,32
570,31
570,40
570,41
570,38
570,31
570,38
570,57
570,58
570,64
570,56
570,48
570,41
570,27
570,34
570,29
570,34
570,40
570,40
570,63
570,111
570,118
570,84
571,100
571,102
571,80
571,73
571,47
571,38
571,39
571,25
571,24
571,22
571,24
571,23
571,30
571,36
571,45
571,42
571,33
571,35
571,55
571,60
571,60
571,56
571,70
572,37
572,39
572,61
572,53
572,48
572,40
572,37
572,42
572,51
572,68
572,77
572,88
572,72
572,65
572,67
572,55
572,62
572,73
572,84
572,90
572,102
572,93
572,99
573,151
573,171
573,179
573,183
573,190
573,202
573,209
573,226
573,220
573,218
573,201
573,201
573,213
573,210
573,233
573,215
573,184
573,186
573,187
573,209
573,238
573,259
573,269
574,311
574,306
574,307
574,313
574,300
574,284
574,273
574,264
574,88
574,50
574,49
574,42
574,43
574,32
574,54
574,66
574,50
574,38
574,43
574,56
574,49
574,37
574,41
575,36
575,41
575,35
575,40
575,36
575,39
575,32
575,27
575,35
575,38
575,35
575,18
575,33
575,30
575,37
575,51
575,54
575,48
575,44
575,56
575,57
575,62
575,58
576,77
576,78
576,86
576,102
576,87
576,72
576,73
576,59
576,64
576,51
576,29
576,38
576,46
576,37
576,20
576,41
576,47
576,82
576,88
576,104
576,104
576,104
576,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
577,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
578,104
579,104
579,104
579,104
579,104
579,104
579,104
579,104
579,104
579,104
579,104
579,104
579,59
579,46
579,49
579,46
579,49
579,50
579,66
579,68
579,74
579,75
579,81
579,70
580,77
580,86
580,101
580,98
580,91
580,108
580,110
580,109
580,119
580,113
580,114
580,106
580,103
580,109
580,114
580,101
580,100
580,117
580,115
580,117
580,117
580,101
580,107
581,138
581,166
581,144
581,146
581,154
581,166
581,190
581,205
581,200
581,178
581,134
581,134
581,144
581,142
581,140
581,132
581,143
581,144
581,175
581,154
581,142
581,119
581,104
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
582,112
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
583,105
584,105
584,105
584,105
584,105
584,105
584,115
584,107
584,135
584,109
584,98
584,90
584,91
584,84
584,87
584,75
584,102
584,104
584,92
584,97
584,94
584,92
584,98
584,139
585,194
585,209
585,208
585,211
585,201
585,226
585,214
585,212
585,227
585,217
585,212
585,230
585,202
585,195
585,221
585,201
585,202
585,102
585,34
585,30
585,36
585,42
585,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,42
586,58
586,54
586,70
587,64
587,82
587,119
587,146
587,121
587,64
587,51
587,61
587,83
587,96
587,80
587,87
587,91
587,91
587,91
587,103
587,101
587,111
587,108
587,113
587,130
587,133
587,161
588,115
588,111
588,105
588,111
588,103
588,107
588,125
588,128
588,141
588,112
588,118
588,132
588,153
588,159
588,151
588,161
588,148
588,138
588,171
588,174
588,154
588,140
588,130
589,100
589,98
589,91
589,86
589,96
589,92
589,99
589,116
589,110
589,132
589,137
589,135
589,125
589,148
589,134
589,134
589,147
589,141
589,142
589,130
589,123
589,131
589,135
590,138
590,153
590,31
590,47
590,56
590,46
590,33
590,40
590,41
590,65
590,110
590,108
590,93
590,107
590,100
590,97
590,120
590,122
590,128
590,158
590,206
590,221
590,156
591,160
591,175
591,158
591,137
591,128
591,126
591,124
591,109
591,107
591,99
591,143
591,118
591,116
591,109
591,109
591,109
591,87
591,100
591,117
591,107
591,110
591,107
591,38
592,7
592,6
592,9
592,8
592,8
592,17
592,21
592,16
592,17
592,13
592,7
592,7
592,11
592,7
592,4
592,4
592,8
592,17
592,24
592,35
592,32
592,37
592,45
593,51
593,67
593,68
593,66
593,63
593,74
593,74
593,69
593,59
593,69
593,88
593,88
593,67
593,48
593,37
593,37
593,22
593,16
593,29
593,31
593,25
593,19
593,17
594,16
594,18
594,7
594,3
594,2
594,5
594,10
594,12
594,11
594,10
594,8
594,9
594,18
594,22
594,29
594,23
594,21
594,29
594,37
594,37
594,49
594,44
594,47
595,55
595,61
595,56
595,51
595,62
595,63
595,60
595,75
595,77
595,67
595,87
595,81
595,59
595,48
595,54
595,48
595,42
595,34
595,48
595,54
595,50
